issue,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
第135回,2015-11-13,0.184116,0.155235,0.166065,0.187726,0.166065,0.187726,0.189531,0.185921,0.227437,0.189531,0.189531,0.1787,0.212996,0.193141,0.220217,0.16426,0.202166,0.202166,0.185921,0.176895,0.194946,0.212996,0.173285,0.173285,0.166065,0.207581,0.184116,0.16065,0.202166,0.196751,0.205776,0.205776,0.173285,0.212996,0.196751,0.196751,0.17148
第134回,2015-11-06,0.183784,0.154955,0.165766,0.189189,0.165766,0.187387,0.189189,0.185586,0.228829,0.189189,0.189189,0.178378,0.212613,0.192793,0.21982,0.163964,0.201802,0.201802,0.185586,0.178378,0.194595,0.212613,0.172973,0.172973,0.165766,0.207207,0.183784,0.162162,0.201802,0.198198,0.205405,0.205405,0.172973,0.214414,0.198198,0.196396,0.171171
第133回,2015-10-30,0.183453,0.154676,0.167266,0.188849,0.165468,0.18705,0.190647,0.185252,0.228417,0.188849,0.188849,0.178058,0.214029,0.192446,0.221223,0.163669,0.203237,0.201439,0.185252,0.178058,0.196043,0.21223,0.172662,0.172662,0.165468,0.206835,0.183453,0.161871,0.201439,0.19964,0.205036,0.205036,0.172662,0.214029,0.197842,0.196043,0.170863
第132回,2015-10-23,0.183124,0.154399,0.166966,0.18851,0.165171,0.186715,0.192101,0.184919,0.228007,0.190305,0.18851,0.177738,0.213645,0.193896,0.220826,0.165171,0.202873,0.201077,0.184919,0.179533,0.195691,0.211849,0.172352,0.172352,0.165171,0.206463,0.183124,0.16158,0.201077,0.201077,0.206463,0.204668,0.172352,0.213645,0.197487,0.195691,0.170557
第131回,2015-10-16,0.182796,0.154122,0.168459,0.189964,0.164875,0.18638,0.191756,0.184588,0.227599,0.189964,0.188172,0.179211,0.213262,0.193548,0.22043,0.164875,0.204301,0.200717,0.184588,0.179211,0.195341,0.21147,0.172043,0.172043,0.164875,0.206093,0.182796,0.16129,0.200717,0.200717,0.206093,0.206093,0.172043,0.215054,0.197133,0.197133,0.170251
第130回,2015-10-09,0.184258,0.153846,0.168157,0.189624,0.16458,0.186047,0.191413,0.184258,0.227191,0.189624,0.187835,0.178891,0.21288,0.193202,0.221825,0.16458,0.203936,0.200358,0.184258,0.18068,0.194991,0.211091,0.173524,0.171735,0.166369,0.205725,0.182469,0.161002,0.200358,0.200358,0.207513,0.207513,0.171735,0.214669,0.19678,0.19678,0.169946
第129回,2015-10-02,0.183929,0.153571,0.167857,0.189286,0.166071,0.185714,0.192857,0.183929,0.226786,0.189286,0.189286,0.178571,0.2125,0.192857,0.221429,0.164286,0.203571,0.2,0.185714,0.180357,0.194643,0.210714,0.173214,0.173214,0.166071,0.205357,0.183929,0.160714,0.2,0.201786,0.207143,0.207143,0.171429,0.214286,0.196429,0.196429,0.169643
第128回,2015-09-25,0.183601,0.15508,0.167558,0.190731,0.165775,0.185383,0.192513,0.185383,0.226381,0.188948,0.188948,0.178253,0.212121,0.192513,0.221034,0.163993,0.203209,0.199643,0.185383,0.180036,0.194296,0.210339,0.174688,0.172906,0.165775,0.206774,0.185383,0.160428,0.199643,0.201426,0.206774,0.208556,0.171123,0.213904,0.196078,0.196078,0.16934
第127回,2015-09-18,0.183274,0.154804,0.16726,0.190391,0.16548,0.185053,0.192171,0.185053,0.225979,0.190391,0.188612,0.179715,0.211744,0.192171,0.22242,0.163701,0.202847,0.199288,0.185053,0.179715,0.19395,0.209964,0.176157,0.172598,0.16548,0.206406,0.185053,0.161922,0.199288,0.202847,0.206406,0.208185,0.170819,0.213523,0.197509,0.19573,0.169039
第126回,2015-09-11,0.182948,0.154529,0.166963,0.191829,0.165187,0.184725,0.191829,0.184725,0.225577,0.191829,0.188277,0.179396,0.213144,0.191829,0.222025,0.165187,0.204263,0.198934,0.184725,0.179396,0.195382,0.209591,0.175844,0.172291,0.165187,0.206039,0.186501,0.161634,0.198934,0.202487,0.206039,0.207815,0.170515,0.213144,0.197158,0.195382,0.168739
第125回,2015-09-04,0.184397,0.154255,0.166667,0.191489,0.164894,0.18617,0.191489,0.184397,0.225177,0.191489,0.189716,0.179078,0.212766,0.193262,0.221631,0.164894,0.203901,0.198582,0.18617,0.179078,0.195035,0.20922,0.175532,0.171986,0.164894,0.205674,0.18617,0.163121,0.198582,0.202128,0.205674,0.207447,0.170213,0.212766,0.198582,0.195035,0.16844
第124回,2015-08-28,0.185841,0.155752,0.166372,0.19115,0.164602,0.185841,0.19115,0.184071,0.224779,0.19115,0.189381,0.178761,0.212389,0.19292,0.223009,0.164602,0.20531,0.2,0.185841,0.178761,0.19469,0.210619,0.175221,0.171681,0.164602,0.20531,0.185841,0.162832,0.19823,0.20177,0.20531,0.20708,0.169912,0.212389,0.19823,0.19646,0.168142
第123回,2015-08-21,0.187279,0.155477,0.167845,0.190813,0.166078,0.185512,0.190813,0.185512,0.224382,0.190813,0.189046,0.178445,0.212014,0.19258,0.222615,0.164311,0.204947,0.199647,0.185512,0.178445,0.194346,0.210247,0.174912,0.171378,0.164311,0.204947,0.185512,0.162544,0.199647,0.201413,0.204947,0.206714,0.169611,0.213781,0.19788,0.19788,0.167845
第122回,2015-08-14,0.186949,0.156966,0.167549,0.190476,0.165785,0.185185,0.190476,0.185185,0.223986,0.190476,0.188713,0.178131,0.21164,0.19224,0.222222,0.165785,0.204586,0.201058,0.185185,0.178131,0.194004,0.209877,0.174603,0.171076,0.164021,0.206349,0.186949,0.162257,0.199295,0.201058,0.204586,0.206349,0.169312,0.215168,0.199295,0.197531,0.167549
第121回,2015-08-07,0.18662,0.158451,0.167254,0.191901,0.165493,0.184859,0.190141,0.184859,0.223592,0.190141,0.18838,0.177817,0.213028,0.191901,0.221831,0.167254,0.204225,0.200704,0.184859,0.177817,0.195423,0.209507,0.174296,0.170775,0.163732,0.205986,0.18662,0.161972,0.198944,0.202465,0.204225,0.205986,0.169014,0.214789,0.198944,0.197183,0.169014
第120回,2015-07-31,0.186292,0.15993,0.16696,0.191564,0.165202,0.184534,0.189807,0.184534,0.223199,0.189807,0.188049,0.177504,0.212654,0.191564,0.221441,0.168717,0.203866,0.202109,0.184534,0.177504,0.195079,0.209139,0.173989,0.170475,0.163445,0.207381,0.186292,0.161687,0.198594,0.202109,0.203866,0.207381,0.168717,0.214411,0.200351,0.196837,0.170475
第119回,2015-07-24,0.185965,0.159649,0.168421,0.191228,0.164912,0.185965,0.189474,0.185965,0.222807,0.189474,0.187719,0.177193,0.212281,0.192982,0.222807,0.168421,0.203509,0.201754,0.184211,0.177193,0.194737,0.208772,0.173684,0.170175,0.164912,0.207018,0.185965,0.161404,0.198246,0.201754,0.203509,0.207018,0.168421,0.214035,0.2,0.198246,0.170175
第118回,2015-07-17,0.185639,0.15937,0.168126,0.190893,0.166375,0.185639,0.189142,0.187391,0.224168,0.189142,0.187391,0.176883,0.211909,0.192644,0.222417,0.168126,0.203152,0.201401,0.183888,0.176883,0.194396,0.208406,0.17338,0.171629,0.164623,0.206655,0.187391,0.162872,0.197898,0.203152,0.203152,0.206655,0.168126,0.21366,0.19965,0.197898,0.169877
第117回,2015-07-10,0.185315,0.159091,0.167832,0.190559,0.166084,0.185315,0.188811,0.187063,0.225524,0.190559,0.187063,0.176573,0.211538,0.192308,0.222028,0.167832,0.202797,0.201049,0.183566,0.178322,0.194056,0.208042,0.173077,0.171329,0.164336,0.206294,0.187063,0.164336,0.197552,0.202797,0.204545,0.206294,0.167832,0.215035,0.199301,0.197552,0.171329
第116回,2015-07-03,0.184991,0.158813,0.167539,0.190227,0.165794,0.184991,0.188482,0.186736,0.226876,0.190227,0.186736,0.176265,0.211169,0.193717,0.22164,0.167539,0.202443,0.200698,0.183246,0.17801,0.193717,0.207679,0.17452,0.17103,0.164049,0.205934,0.188482,0.165794,0.197208,0.202443,0.205934,0.207679,0.167539,0.21466,0.198953,0.197208,0.17103
第115回,2015-06-26,0.184669,0.158537,0.167247,0.189895,0.165505,0.186411,0.188153,0.188153,0.226481,0.189895,0.186411,0.175958,0.212544,0.195122,0.221254,0.167247,0.202091,0.200348,0.182927,0.179443,0.19338,0.207317,0.174216,0.170732,0.165505,0.205575,0.189895,0.165505,0.196864,0.202091,0.205575,0.207317,0.167247,0.214286,0.198606,0.196864,0.170732
第114回,2015-06-19,0.184348,0.158261,0.166957,0.189565,0.165217,0.186087,0.187826,0.189565,0.226087,0.189565,0.186087,0.175652,0.213913,0.194783,0.22087,0.166957,0.201739,0.2,0.182609,0.17913,0.193043,0.206957,0.173913,0.170435,0.165217,0.206957,0.191304,0.166957,0.198261,0.201739,0.205217,0.206957,0.166957,0.213913,0.198261,0.196522,0.172174
第113回,2015-06-12,0.184028,0.157986,0.166667,0.190972,0.164931,0.1875,0.189236,0.189236,0.227431,0.189236,0.185764,0.175347,0.213542,0.194444,0.222222,0.166667,0.203125,0.199653,0.182292,0.178819,0.192708,0.206597,0.173611,0.170139,0.164931,0.206597,0.190972,0.166667,0.197917,0.201389,0.204861,0.206597,0.166667,0.213542,0.197917,0.196181,0.173611
第112回,2015-06-05,0.183709,0.157712,0.166378,0.190641,0.164645,0.188908,0.190641,0.188908,0.227036,0.190641,0.185442,0.175043,0.213172,0.194107,0.22357,0.166378,0.202773,0.199307,0.181976,0.17851,0.192374,0.206239,0.17331,0.169844,0.164645,0.206239,0.192374,0.166378,0.197574,0.20104,0.204506,0.206239,0.166378,0.213172,0.199307,0.197574,0.17331
第111回,2015-05-29,0.183391,0.157439,0.16609,0.190311,0.16436,0.188581,0.192042,0.190311,0.228374,0.190311,0.185121,0.17474,0.212803,0.193772,0.223183,0.16609,0.202422,0.198962,0.181661,0.178201,0.192042,0.205882,0.17301,0.17128,0.16436,0.205882,0.192042,0.16782,0.197232,0.202422,0.204152,0.205882,0.16782,0.212803,0.198962,0.197232,0.17301
第110回,2015-05-22,0.183074,0.157168,0.165803,0.19171,0.164076,0.188256,0.19171,0.189983,0.227979,0.189983,0.184801,0.176166,0.212435,0.193437,0.222798,0.165803,0.202073,0.198618,0.181347,0.177893,0.19171,0.207254,0.172712,0.170984,0.164076,0.205527,0.19171,0.16753,0.196891,0.2038,0.205527,0.205527,0.16753,0.212435,0.200345,0.198618,0.172712
第109回,2015-05-15,0.182759,0.156897,0.165517,0.191379,0.163793,0.189655,0.191379,0.189655,0.227586,0.189655,0.184483,0.175862,0.212069,0.193103,0.222414,0.165517,0.203448,0.198276,0.181034,0.17931,0.193103,0.206897,0.172414,0.172414,0.163793,0.205172,0.191379,0.167241,0.196552,0.205172,0.205172,0.206897,0.167241,0.212069,0.2,0.198276,0.172414
第108回,2015-05-08,0.182444,0.158348,0.165232,0.19105,0.163511,0.19105,0.192771,0.19105,0.227194,0.189329,0.184165,0.175559,0.211704,0.192771,0.222031,0.165232,0.203098,0.197935,0.180723,0.179002,0.192771,0.20654,0.172117,0.172117,0.163511,0.204819,0.19105,0.168675,0.196213,0.20654,0.204819,0.20654,0.166954,0.211704,0.199656,0.199656,0.172117
第107回,2015-05-01,0.182131,0.158076,0.166667,0.190722,0.16323,0.190722,0.19244,0.19244,0.228522,0.189003,0.183849,0.175258,0.213058,0.19244,0.221649,0.164948,0.204467,0.197595,0.180412,0.178694,0.19244,0.206186,0.171821,0.171821,0.16323,0.204467,0.19244,0.168385,0.195876,0.206186,0.204467,0.206186,0.168385,0.21134,0.199313,0.199313,0.171821
第106回,2015-04-24,0.181818,0.157804,0.166381,0.190395,0.16295,0.19211,0.19211,0.19211,0.22813,0.190395,0.183533,0.176672,0.212693,0.19211,0.221269,0.164666,0.204117,0.197256,0.181818,0.178388,0.193825,0.207547,0.171527,0.171527,0.16295,0.204117,0.19211,0.168096,0.19554,0.207547,0.204117,0.205832,0.168096,0.210978,0.198971,0.198971,0.171527
第105回,2015-04-17,0.181507,0.157534,0.167808,0.190068,0.162671,0.191781,0.191781,0.191781,0.22774,0.190068,0.183219,0.17637,0.212329,0.191781,0.222603,0.164384,0.203767,0.196918,0.183219,0.179795,0.193493,0.207192,0.171233,0.171233,0.162671,0.205479,0.191781,0.169521,0.195205,0.207192,0.203767,0.205479,0.169521,0.210616,0.19863,0.19863,0.171233
第104回,2015-04-10,0.181197,0.157265,0.167521,0.189744,0.162393,0.191453,0.193162,0.191453,0.22906,0.189744,0.184615,0.176068,0.211966,0.191453,0.223932,0.165812,0.203419,0.196581,0.182906,0.179487,0.193162,0.208547,0.17094,0.17094,0.162393,0.205128,0.191453,0.169231,0.194872,0.206838,0.203419,0.205128,0.169231,0.210256,0.198291,0.198291,0.17265
第103回,2015-04-03,0.180887,0.158703,0.168942,0.18942,0.162116,0.191126,0.192833,0.191126,0.228669,0.18942,0.186007,0.177474,0.211604,0.191126,0.223549,0.165529,0.203072,0.196246,0.182594,0.179181,0.192833,0.209898,0.170648,0.170648,0.162116,0.204778,0.191126,0.168942,0.194539,0.206485,0.203072,0.204778,0.168942,0.209898,0.199659,0.199659,0.172355
第102回,2015-03-27,0.182283,0.158433,0.168654,0.190801,0.16184,0.190801,0.192504,0.192504,0.228279,0.189097,0.18569,0.177172,0.211244,0.190801,0.223169,0.165247,0.202726,0.195911,0.182283,0.178876,0.192504,0.20954,0.170358,0.170358,0.16184,0.204429,0.192504,0.170358,0.195911,0.206133,0.204429,0.204429,0.168654,0.20954,0.199319,0.199319,0.172061
第101回,2015-03-20,0.181973,0.158163,0.168367,0.190476,0.161565,0.190476,0.192177,0.192177,0.227891,0.188776,0.187075,0.178571,0.210884,0.190476,0.222789,0.164966,0.202381,0.195578,0.181973,0.178571,0.193878,0.209184,0.171769,0.170068,0.161565,0.204082,0.192177,0.171769,0.195578,0.205782,0.204082,0.204082,0.168367,0.209184,0.19898,0.20068,0.173469
第100回,2015-03-13,0.183362,0.159593,0.168081,0.190153,0.16129,0.190153,0.191851,0.191851,0.227504,0.188455,0.188455,0.178268,0.210526,0.190153,0.222411,0.166384,0.202037,0.195246,0.181664,0.178268,0.193548,0.208829,0.171477,0.169779,0.162988,0.203735,0.191851,0.171477,0.195246,0.205433,0.203735,0.203735,0.168081,0.208829,0.20034,0.202037,0.173175
第99回,2015-03-06,0.183051,0.159322,0.167797,0.189831,0.161017,0.189831,0.191525,0.191525,0.227119,0.188136,0.188136,0.177966,0.211864,0.189831,0.222034,0.166102,0.20339,0.194915,0.181356,0.177966,0.19322,0.210169,0.171186,0.171186,0.162712,0.20339,0.19322,0.172881,0.194915,0.205085,0.20339,0.20339,0.167797,0.208475,0.201695,0.201695,0.172881
第98回,2015-02-27,0.182741,0.159052,0.169205,0.189509,0.160745,0.189509,0.191201,0.191201,0.228426,0.187817,0.189509,0.177665,0.213198,0.189509,0.221658,0.165821,0.203046,0.194585,0.182741,0.177665,0.192893,0.209814,0.170897,0.170897,0.164129,0.203046,0.192893,0.172589,0.194585,0.204738,0.203046,0.203046,0.169205,0.208122,0.201354,0.201354,0.172589
第97回,2015-02-20,0.182432,0.158784,0.168919,0.189189,0.160473,0.189189,0.192568,0.190878,0.228041,0.1875,0.189189,0.177365,0.214527,0.190878,0.221284,0.16723,0.202703,0.194257,0.182432,0.177365,0.192568,0.211149,0.170608,0.172297,0.163851,0.202703,0.192568,0.172297,0.194257,0.204392,0.202703,0.202703,0.168919,0.20777,0.202703,0.201014,0.172297
第96回,2015-02-13,0.182125,0.158516,0.168634,0.18887,0.160202,0.18887,0.192243,0.190556,0.229342,0.187184,0.190556,0.177066,0.214165,0.192243,0.220911,0.166948,0.202361,0.193929,0.182125,0.177066,0.193929,0.212479,0.172007,0.173693,0.163575,0.202361,0.192243,0.172007,0.193929,0.204047,0.202361,0.202361,0.168634,0.20742,0.202361,0.200675,0.172007
第95回,2015-02-06,0.183502,0.158249,0.16835,0.188552,0.159933,0.188552,0.191919,0.191919,0.228956,0.186869,0.190236,0.176768,0.215488,0.193603,0.220539,0.166667,0.20202,0.195286,0.181818,0.176768,0.193603,0.212121,0.171717,0.173401,0.1633,0.20202,0.191919,0.171717,0.193603,0.205387,0.20202,0.20202,0.16835,0.208754,0.20202,0.200337,0.171717
第94回,2015-01-30,0.183193,0.157983,0.168067,0.188235,0.159664,0.188235,0.191597,0.191597,0.228571,0.186555,0.189916,0.176471,0.216807,0.193277,0.220168,0.166387,0.201681,0.194958,0.183193,0.178151,0.193277,0.211765,0.171429,0.173109,0.163025,0.201681,0.193277,0.173109,0.194958,0.206723,0.201681,0.201681,0.168067,0.208403,0.201681,0.2,0.171429
第93回,2015-01-23,0.182886,0.159396,0.167785,0.187919,0.161074,0.187919,0.191275,0.191275,0.228188,0.186242,0.191275,0.176174,0.216443,0.194631,0.219799,0.166107,0.20302,0.194631,0.182886,0.177852,0.192953,0.211409,0.171141,0.172819,0.162752,0.201342,0.192953,0.172819,0.194631,0.208054,0.201342,0.20302,0.167785,0.208054,0.201342,0.199664,0.171141
第92回,2015-01-16,0.18258,0.159129,0.167504,0.18928,0.162479,0.187605,0.190955,0.190955,0.227806,0.18593,0.190955,0.175879,0.21608,0.194305,0.221106,0.165829,0.20268,0.194305,0.18258,0.177554,0.19263,0.211055,0.170854,0.172529,0.164154,0.20268,0.19263,0.172529,0.19598,0.207705,0.201005,0.204355,0.167504,0.207705,0.201005,0.19933,0.170854
第91回,2015-01-09,0.183946,0.158863,0.167224,0.188963,0.16388,0.187291,0.192308,0.190635,0.227425,0.185619,0.190635,0.175585,0.215719,0.195652,0.222408,0.165552,0.202341,0.19398,0.182274,0.177258,0.192308,0.210702,0.170569,0.172241,0.165552,0.202341,0.192308,0.172241,0.195652,0.207358,0.200669,0.204013,0.167224,0.207358,0.202341,0.198997,0.170569
第90回,2014-12-26,0.183639,0.160267,0.166945,0.188648,0.163606,0.186978,0.191987,0.191987,0.228715,0.185309,0.190317,0.175292,0.217028,0.196995,0.222037,0.165275,0.202003,0.195326,0.18197,0.176962,0.191987,0.210351,0.170284,0.171953,0.165275,0.202003,0.191987,0.171953,0.195326,0.207012,0.200334,0.203673,0.166945,0.207012,0.202003,0.198664,0.171953
第89回,2014-12-19,0.185,0.16,0.168333,0.188333,0.163333,0.186667,0.191667,0.191667,0.228333,0.185,0.191667,0.175,0.216667,0.196667,0.221667,0.165,0.201667,0.195,0.181667,0.176667,0.191667,0.21,0.17,0.171667,0.165,0.203333,0.191667,0.173333,0.195,0.206667,0.2,0.203333,0.166667,0.208333,0.201667,0.2,0.171667
第88回,2014-12-12,0.184692,0.159734,0.169717,0.189684,0.163062,0.186356,0.191348,0.191348,0.227953,0.186356,0.191348,0.174709,0.216306,0.198003,0.221298,0.164725,0.201331,0.194676,0.181364,0.176373,0.191348,0.209651,0.169717,0.171381,0.166389,0.202995,0.191348,0.173045,0.196339,0.207987,0.199667,0.202995,0.166389,0.207987,0.201331,0.199667,0.171381
第87回,2014-12-05,0.184385,0.159468,0.169435,0.189369,0.162791,0.186047,0.19103,0.192691,0.229236,0.186047,0.19103,0.17608,0.215947,0.197674,0.22093,0.164452,0.200997,0.196013,0.181063,0.177741,0.19103,0.209302,0.169435,0.171096,0.166113,0.202658,0.19103,0.174419,0.196013,0.207641,0.200997,0.202658,0.166113,0.207641,0.200997,0.199336,0.171096
第86回,2014-11-28,0.18408,0.159204,0.170813,0.189055,0.162521,0.185738,0.190713,0.192371,0.228856,0.187396,0.190713,0.175788,0.215589,0.197347,0.220564,0.164179,0.200663,0.195688,0.180763,0.179104,0.192371,0.210614,0.169154,0.170813,0.165837,0.20398,0.190713,0.174129,0.195688,0.208955,0.200663,0.202322,0.165837,0.207297,0.200663,0.199005,0.170813
第85回,2014-11-21,0.183775,0.15894,0.17053,0.188742,0.162252,0.187086,0.192053,0.192053,0.228477,0.188742,0.192053,0.175497,0.215232,0.19702,0.220199,0.163907,0.200331,0.195364,0.180464,0.178808,0.192053,0.211921,0.168874,0.17053,0.165563,0.205298,0.190397,0.173841,0.195364,0.208609,0.200331,0.201987,0.165563,0.206954,0.201987,0.198675,0.17053
第84回,2014-11-14,0.183471,0.158678,0.170248,0.18843,0.161983,0.186777,0.191736,0.193388,0.228099,0.18843,0.191736,0.175207,0.214876,0.196694,0.219835,0.165289,0.2,0.195041,0.180165,0.178512,0.191736,0.21157,0.170248,0.170248,0.165289,0.204959,0.190083,0.175207,0.196694,0.208264,0.2,0.201653,0.165289,0.206612,0.203306,0.2,0.170248
第83回,2014-11-07,0.184818,0.158416,0.169967,0.188119,0.161716,0.186469,0.191419,0.193069,0.227723,0.188119,0.193069,0.174917,0.214521,0.19637,0.219472,0.165017,0.19967,0.194719,0.179868,0.178218,0.193069,0.211221,0.169967,0.169967,0.165017,0.206271,0.189769,0.176568,0.19637,0.207921,0.19967,0.20297,0.165017,0.206271,0.20462,0.19967,0.169967
第82回,2014-10-31,0.186161,0.158155,0.171334,0.187809,0.16145,0.186161,0.191104,0.192751,0.227348,0.187809,0.192751,0.174629,0.214168,0.196046,0.21911,0.166392,0.199341,0.194399,0.179572,0.179572,0.192751,0.210873,0.169687,0.169687,0.166392,0.205931,0.191104,0.176277,0.196046,0.207578,0.199341,0.202636,0.164745,0.207578,0.204283,0.199341,0.169687
第81回,2014-10-24,0.1875,0.157895,0.172697,0.1875,0.161184,0.185855,0.190789,0.192434,0.226974,0.189145,0.192434,0.174342,0.213816,0.195724,0.21875,0.166118,0.199013,0.195724,0.179276,0.179276,0.192434,0.210526,0.169408,0.169408,0.166118,0.205592,0.190789,0.177632,0.195724,0.207237,0.200658,0.202303,0.164474,0.207237,0.205592,0.199013,0.169408
第80回,2014-10-17,0.187192,0.159278,0.172414,0.187192,0.162562,0.18555,0.190476,0.192118,0.226601,0.190476,0.192118,0.174056,0.213465,0.195402,0.218391,0.165846,0.198686,0.197044,0.178982,0.178982,0.19376,0.210181,0.16913,0.170772,0.165846,0.205255,0.192118,0.17734,0.195402,0.206897,0.200328,0.20197,0.164204,0.206897,0.205255,0.198686,0.16913
第79回,2014-10-10,0.186885,0.160656,0.172131,0.188525,0.162295,0.185246,0.191803,0.191803,0.227869,0.190164,0.191803,0.17377,0.213115,0.195082,0.218033,0.165574,0.198361,0.196721,0.178689,0.178689,0.195082,0.209836,0.168852,0.170492,0.165574,0.204918,0.191803,0.177049,0.196721,0.206557,0.2,0.201639,0.163934,0.206557,0.204918,0.198361,0.170492
第78回,2014-10-03,0.186579,0.160393,0.171849,0.188216,0.163666,0.186579,0.191489,0.191489,0.227496,0.191489,0.191489,0.173486,0.212766,0.196399,0.217676,0.165303,0.198036,0.196399,0.178396,0.178396,0.194763,0.209493,0.168576,0.171849,0.165303,0.204583,0.191489,0.178396,0.196399,0.206219,0.199673,0.201309,0.163666,0.206219,0.204583,0.199673,0.170213
第77回,2014-09-26,0.186275,0.160131,0.173203,0.187908,0.163399,0.186275,0.191176,0.191176,0.227124,0.19281,0.191176,0.173203,0.212418,0.196078,0.21732,0.165033,0.197712,0.196078,0.178105,0.178105,0.194444,0.20915,0.169935,0.171569,0.166667,0.205882,0.191176,0.179739,0.196078,0.207516,0.199346,0.20098,0.163399,0.205882,0.204248,0.199346,0.169935
第76回,2014-09-19,0.185971,0.159869,0.17292,0.189233,0.163132,0.185971,0.190865,0.190865,0.226754,0.192496,0.190865,0.17292,0.213703,0.195759,0.216966,0.164763,0.19739,0.19739,0.177814,0.177814,0.194127,0.208809,0.169657,0.171289,0.166395,0.205546,0.190865,0.179445,0.19739,0.207178,0.199021,0.202284,0.163132,0.207178,0.203915,0.200653,0.169657
第75回,2014-09-12,0.185668,0.159609,0.172638,0.190554,0.162866,0.185668,0.190554,0.190554,0.228013,0.192182,0.190554,0.172638,0.213355,0.19544,0.218241,0.164495,0.198697,0.197068,0.179153,0.177524,0.193811,0.208469,0.169381,0.17101,0.166124,0.205212,0.190554,0.179153,0.197068,0.20684,0.198697,0.201954,0.162866,0.20684,0.205212,0.200326,0.17101
第74回,2014-09-05,0.185366,0.15935,0.172358,0.190244,0.164228,0.185366,0.190244,0.190244,0.227642,0.19187,0.190244,0.172358,0.214634,0.196748,0.219512,0.165854,0.198374,0.196748,0.178862,0.177236,0.193496,0.20813,0.169106,0.172358,0.165854,0.204878,0.190244,0.178862,0.196748,0.206504,0.2,0.201626,0.162602,0.206504,0.204878,0.2,0.170732
第73回,2014-08-29,0.185065,0.159091,0.172078,0.189935,0.163961,0.185065,0.189935,0.189935,0.227273,0.191558,0.189935,0.173701,0.214286,0.196429,0.219156,0.167208,0.198052,0.196429,0.178571,0.176948,0.193182,0.207792,0.170455,0.172078,0.167208,0.204545,0.191558,0.178571,0.196429,0.207792,0.199675,0.202922,0.162338,0.206169,0.204545,0.199675,0.170455
第72回,2014-08-22,0.184765,0.158833,0.171799,0.189627,0.163695,0.184765,0.189627,0.189627,0.226904,0.191248,0.191248,0.175041,0.213938,0.19611,0.218801,0.166937,0.197731,0.197731,0.179903,0.178282,0.192869,0.207455,0.170178,0.171799,0.166937,0.204214,0.191248,0.178282,0.19611,0.207455,0.200972,0.204214,0.162075,0.205835,0.204214,0.199352,0.170178
第71回,2014-08-15,0.186084,0.158576,0.171521,0.18932,0.16343,0.186084,0.18932,0.18932,0.226537,0.190939,0.190939,0.174757,0.21521,0.195793,0.218447,0.166667,0.197411,0.197411,0.179612,0.177994,0.192557,0.20712,0.169903,0.171521,0.166667,0.203883,0.190939,0.177994,0.197411,0.20712,0.200647,0.203883,0.161812,0.20712,0.205502,0.199029,0.171521
第70回,2014-08-08,0.185784,0.15832,0.171244,0.189015,0.163166,0.185784,0.189015,0.189015,0.227787,0.192246,0.19063,0.174475,0.214863,0.195477,0.218094,0.166397,0.197092,0.198708,0.179321,0.177706,0.193861,0.206785,0.169628,0.171244,0.166397,0.203554,0.192246,0.177706,0.197092,0.206785,0.200323,0.203554,0.163166,0.206785,0.206785,0.198708,0.171244
第69回,2014-08-01,0.185484,0.158065,0.170968,0.18871,0.162903,0.185484,0.18871,0.18871,0.227419,0.191935,0.190323,0.174194,0.216129,0.195161,0.217742,0.166129,0.198387,0.198387,0.179032,0.179032,0.193548,0.208065,0.169355,0.170968,0.166129,0.203226,0.191935,0.179032,0.198387,0.206452,0.2,0.203226,0.162903,0.206452,0.206452,0.198387,0.172581
第68回,2014-07-25,0.185185,0.15942,0.170692,0.188406,0.162641,0.185185,0.190016,0.188406,0.227053,0.191626,0.190016,0.173913,0.217391,0.194847,0.219002,0.165862,0.198068,0.198068,0.178744,0.178744,0.193237,0.207729,0.169082,0.172303,0.165862,0.202899,0.191626,0.178744,0.198068,0.206119,0.199678,0.202899,0.162641,0.207729,0.207729,0.198068,0.172303
第67回,2014-07-18,0.184887,0.159164,0.170418,0.188103,0.162379,0.184887,0.191318,0.188103,0.226688,0.191318,0.191318,0.173633,0.217042,0.194534,0.220257,0.165595,0.199357,0.199357,0.178457,0.178457,0.192926,0.207395,0.16881,0.172026,0.167203,0.202572,0.191318,0.178457,0.197749,0.205788,0.199357,0.202572,0.162379,0.207395,0.209003,0.197749,0.172026
第66回,2014-07-11,0.186196,0.158909,0.170144,0.187801,0.162119,0.184591,0.191011,0.187801,0.226324,0.191011,0.192616,0.173355,0.216693,0.194222,0.219904,0.165329,0.199037,0.199037,0.17817,0.17817,0.192616,0.207063,0.168539,0.17175,0.168539,0.202247,0.191011,0.179775,0.197432,0.205457,0.200642,0.202247,0.163724,0.207063,0.208668,0.197432,0.173355
第65回,2014-07-04,0.185897,0.158654,0.169872,0.189103,0.161859,0.184295,0.192308,0.1875,0.225962,0.190705,0.192308,0.174679,0.216346,0.19391,0.219551,0.165064,0.198718,0.198718,0.177885,0.177885,0.192308,0.208333,0.169872,0.173077,0.168269,0.201923,0.190705,0.18109,0.197115,0.205128,0.200321,0.201923,0.163462,0.206731,0.208333,0.197115,0.173077
